Beer_Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State,Ale,Category
Lumberyard Pilsner,1153,0.053,20,159,American Pilsner,12,Lumberyard Brewing Company,Flagstaff,AZ,Other,Pilsner
Lumberyard IPA,355,0.061,67.57516339869281,159,American IPA,12,Lumberyard Brewing Company,Flagstaff,AZ,IPA,IPA
Lumberyard Red Ale,125,0.058,35.69135802469136,159,American Amber / Red Ale,12,Lumberyard Brewing Company,Flagstaff,AZ,Ale,Ale
Mac's Highlander Pale Ale (2000),962,0.05,44.619354838709675,486,American Pale Ale (APA),12,MacTarnahans Brewing Company,Portland,OR,Ale,Ale
Mac's Scottish Style Amber Ale (2000),961,0.051,32,486,American Amber / Red Ale,12,MacTarnahans Brewing Company,Portland,OR,Ale,Ale
Macon Progress Ale,1475,0.05,44.619354838709675,401,American Pale Ale (APA),12,Macon Beer Company,Macon,GA,Ale,Ale
Macon History Ale,1008,0.055,29.76923076923077,401,American Brown Ale,12,Macon Beer Company,Macon,GA,Ale,Ale
Galaxy High,2454,0.099,92.45454545454545,92,American Double / Imperial IPA,12,Madtree Brewing Company,Cincinnati,OH,IPA,IPA
Sol Drifter,2209,0.043,18,92,American Blonde Ale,12,Madtree Brewing Company,Cincinnati,OH,Ale,Ale
Thunder Snow,2133,0.085,24.625,92,Winter Warmer,12,Madtree Brewing Company,Cincinnati,OH,Other,Other
The Great Pumpcan,1994,0.079,18,92,Fruit / Vegetable Beer,16,Madtree Brewing Company,Cincinnati,OH,Other,Other
LIFT,1816,0.047,11,92,Kölsch,12,Madtree Brewing Company,Cincinnati,OH,Other,Other
SPRYE,1815,0.05,40,92,American Pale Ale (APA),12,Madtree Brewing Company,Cincinnati,OH,Ale,Ale
Psychopathy,1126,0.069,70,92,American IPA,12,Madtree Brewing Company,Cincinnati,OH,IPA,IPA
Gnarly Brown,1125,0.07,32,92,American Brown Ale,12,Madtree Brewing Company,Cincinnati,OH,Ale,Ale
Happy Amber,1124,0.06,30,92,American Amber / Red Ale,12,Madtree Brewing Company,Cincinnati,OH,Ale,Ale
#9,1813,0.051,20,304,Fruit / Vegetable Beer,16,Magic Hat Brewing Company,South Burlington,VT,Other,Other
Elder Betty,1113,0.055,13,304,Hefeweizen,12,Magic Hat Brewing Company,South Burlington,VT,Other,Other
#9,360,0.051,20,304,Fruit / Vegetable Beer,12,Magic Hat Brewing Company,South Burlington,VT,Other,Other
High Country Pilsner (Current),511,0.042,34.1764705882353,535,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes,CA,Other,Pilsner
Epic IPA,75,0.065,67.57516339869281,535,American IPA,12,Mammoth Brewing Company,Mammoth Lakes,CA,IPA,IPA
Golden Trout Pilsner,74,0.042,34.1764705882353,535,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes,CA,Other,Pilsner
Real McCoy Amber Ale (Current),73,0.045,35.69135802469136,535,American Amber / Red Ale,12,Mammoth Brewing Company,Mammoth Lakes,CA,Ale,Ale
Festivus (1),1628,0.072,24.625,357,Winter Warmer,12,Manayunk Brewing Company,Philadelphia,PA,Other,Other
Manayunk Oktoberfest,1626,0.067,23.59090909090909,357,Märzen / Oktoberfest,12,Manayunk Brewing Company,Philadelphia,PA,Other,Other
Belgian Style Session Ale,1625,0.045,21,357,Belgian Pale Ale,12,Manayunk Brewing Company,Philadelphia,PA,Ale,Ale
Manayunk IPA,1624,0.055,67.57516339869281,357,American IPA,12,Manayunk Brewing Company,Philadelphia,PA,IPA,IPA
Yunkin' Punkin',1600,0.055,24.818181818181817,357,Pumpkin Ale,12,Manayunk Brewing Company,Philadelphia,PA,Ale,Ale
Summer Paradise,1484,0.05,18,357,American Pale Wheat Ale,12,Manayunk Brewing Company,Philadelphia,PA,Ale,Ale
Monk from the 'Yunk,1356,0.09,30,357,Tripel,12,Manayunk Brewing Company,Philadelphia,PA,Other,Other
Schuylkill Punch,1355,0.06,14,357,Fruit / Vegetable Beer,12,Manayunk Brewing Company,Philadelphia,PA,Other,Other
Dreamin' Double IPA,1334,0.085,85,357,American Double / Imperial IPA,12,Manayunk Brewing Company,Philadelphia,PA,IPA,IPA
Chaotic Double IPA,1674,0.099,93,347,American Double / Imperial IPA,12,Manzanita Brewing Company,Santee,CA,IPA,IPA
Manzanita IPA,1673,0.08,88,347,American IPA,12,Manzanita Brewing Company,Santee,CA,IPA,IPA
Riverwalk Blonde Ale,1672,0.06,25,347,American Blonde Ale,12,Manzanita Brewing Company,Santee,CA,Ale,Ale
Gillespie Brown Ale,1671,0.095,49,347,American Brown Ale,12,Manzanita Brewing Company,Santee,CA,Ale,Ale
Manzanita Pale Ale,1670,0.066,44,347,American Pale Ale (APA),12,Manzanita Brewing Company,Santee,CA,Ale,Ale
Marble Pilsner,1262,0.047,34.1764705882353,444,German Pilsener,12,Marble Brewery,Albuquerque,NM,Other,Pilsner
Marble India Pale Ale,845,0.062,67.57516339869281,444,American IPA,12,Marble Brewery,Albuquerque,NM,IPA,IPA
Toughcats IPA,1783,0.072,67.57516339869281,318,American IPA,16,Marshall Wharf Brewing Company,Belfast,ME,IPA,IPA
Tug Pale Ale,1717,0.05,44.619354838709675,318,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast,ME,Ale,Ale
Sexy Chaos,1716,0.099,86.5,318,Russian Imperial Stout,16,Marshall Wharf Brewing Company,Belfast,ME,Other,Stout
Ace Hole American Pale Ale,1516,0.063,44.619354838709675,318,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast,ME,Ale,Ale
Cant Dog Imperial Pale Ale,725,0.097,92.45454545454545,318,American Double / Imperial IPA,16,Marshall Wharf Brewing Company,Belfast,ME,IPA,IPA
River House,2308,0.05,20,162,Saison / Farmhouse Ale,16,Martin House Brewing Company,Fort Worth,TX,Ale,Ale
Pretzel Stout,2268,0.065,47,162,American Stout,16,Martin House Brewing Company,Fort Worth,TX,Other,Stout
Rubberneck Red,2197,0.05,35,162,American Amber / Red Ale,16,Martin House Brewing Company,Fort Worth,TX,Ale,Ale
The Imperial Texan,2120,0.08,92.45454545454545,162,American Double / Imperial IPA,16,Martin House Brewing Company,Fort Worth,TX,IPA,IPA
The Imperial Texan,1234,0.08,92.45454545454545,162,American Double / Imperial IPA,12,Martin House Brewing Company,Fort Worth,TX,IPA,IPA
Day Break 4-Grain Breakfast Beer,1233,0.05,52,162,Rye Beer,16,Martin House Brewing Company,Fort Worth,TX,Other,Other
River House Saison,1232,0.05,28.391304347826086,162,Saison / Farmhouse Ale,12,Martin House Brewing Company,Fort Worth,TX,Ale,Ale
There Will Be Stout,1231,0.065,41.23529411764706,162,American Stout,12,Martin House Brewing Company,Fort Worth,TX,Other,Stout
Our Legacy IPA,1831,0.065,60,300,American IPA,12,Matt Brewing Company,Utica,NY,IPA,IPA
Our Legacy IPA,1135,0.065,60,300,American IPA,16,Matt Brewing Company,Utica,NY,IPA,IPA
Saranac Golden Pilsener (2003),960,0.051,34.1764705882353,300,German Pilsener,12,Matt Brewing Company,Utica,NY,Other,Pilsner
Saranac Adirondack Light (2002),959,0.045,11.666666666666666,300,Light Lager,12,Matt Brewing Company,Utica,NY,Other,Lager
DAX Light (1998),958,0.045,11.666666666666666,300,Light Lager,12,Matt Brewing Company,Utica,NY,Other,Lager
Saranac Traditional Lager (2000),957,0.048,26.75,300,American Pale Lager,12,Matt Brewing Company,Utica,NY,Other,Lager
Pomegranate Wheat (2008),956,0.047,14.2,300,Fruit / Vegetable Beer,12,Matt Brewing Company,Utica,NY,Other,Other
Blueberry Blonde Ale,773,0.05,12,300,American Blonde Ale,12,Matt Brewing Company,Utica,NY,Ale,Ale
Saranac White IPA,686,0.06,67.57516339869281,300,American IPA,12,Matt Brewing Company,Utica,NY,IPA,IPA
Saranac Summer Ale (2011),453,0.047,20.467741935483872,300,American Pale Wheat Ale,12,Matt Brewing Company,Utica,NY,Ale,Ale
Saranac Pale Ale (12 oz.),150,0.055,31.4,300,English Pale Ale,12,Matt Brewing Company,Utica,NY,Ale,Ale
Saranac Pale Ale (16 oz.),133,0.055,31.4,300,English Pale Ale,16,Matt Brewing Company,Utica,NY,Ale,Ale
Lahaina Town Brown,1578,0.051,20,376,American Brown Ale,12,Maui Brewing Company,Lahaina,HI,Ale,Ale
Pau Hana Pilsner,1429,0.055,33.8125,376,Czech Pilsener,12,Maui Brewing Company,Lahaina,HI,Other,Pilsner
Lemongrass Saison,1271,0.05,28.391304347826086,376,Saison / Farmhouse Ale,12,Maui Brewing Company,Lahaina,HI,Ale,Ale
Aloha B’ak’tun,713,0.07,72,376,Belgian Strong Dark Ale,12,Maui Brewing Company,Lahaina,HI,Ale,Ale
Liquid Breadfruit,712,0.082,14.2,376,Fruit / Vegetable Beer,12,Maui Brewing Company,Lahaina,HI,Other,Other
Sobrehumano Palena'ole,690,0.06,24,376,American Amber / Red Ale,12,Maui Brewing Company,Lahaina,HI,Ale,Ale
La Perouse White,547,0.05,12,376,Witbier,12,Maui Brewing Company,Lahaina,HI,Other,Other
Flyin' HI.P.Hay,435,0.068,68,376,American IPA,12,Maui Brewing Company,Lahaina,HI,IPA,IPA
Mana Wheat,313,0.055,15,376,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina,HI,Ale,Ale
Bikini Blonde Lager,33,0.045,18,376,Munich Helles Lager,12,Maui Brewing Company,Lahaina,HI,Other,Lager
CoCoNut Porter,32,0.057,30,376,American Porter,12,Maui Brewing Company,Lahaina,HI,Other,Porter
Big Swell IPA,31,0.062,65,376,American IPA,12,Maui Brewing Company,Lahaina,HI,IPA,IPA
Pit Stop Chocolate Porter,1237,0.037,34,449,American Porter,12,Mavericks Beer Company,Half Moon Bay,CA,Other,Porter
Pace Setter Belgian Style Wit,1236,0.037,21,449,Witbier,12,Mavericks Beer Company,Half Moon Bay,CA,Other,Other
Back in the Saddle Rye Pale Ale,1047,0.037,53,449,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay,CA,Ale,Ale
Tsunami IPA,2186,0.072,75,204,American IPA,19.2,Mehana Brewing Co.,Hilo,HI,IPA,IPA
Tsunami IPA,2185,0.072,75,204,American IPA,12,Mehana Brewing Co.,Hilo,HI,IPA,IPA
Humpback Blonde Ale,2184,0.042,22,204,American Blonde Ale,12,Mehana Brewing Co.,Hilo,HI,Ale,Ale
Hawaiian Crow Porter,2178,0.052,27,204,American Porter,12,Mehana Brewing Co.,Hilo,HI,Other,Porter
Volcano Red Ale,2177,0.052,23,204,American Amber / Red Ale,12,Mehana Brewing Co.,Hilo,HI,Ale,Ale
Mauna Kea Pale Ale,2176,0.054,42,204,American Pale Ale (APA),12,Mehana Brewing Co.,Hilo,HI,Ale,Ale
Shark Bait,1508,0.053,11,394,Fruit / Vegetable Beer,12,Miami Brewing Company,Miami,FL,Other,Other
Gator Tail Brown Ale,1507,0.053,30,394,American Brown Ale,12,Miami Brewing Company,Miami,FL,Ale,Ale
Miami Vice IPA,1506,0.071,62,394,American IPA,12,Miami Brewing Company,Miami,FL,IPA,IPA
Big Rod Coconut Ale,1325,0.053,16,394,American Blonde Ale,12,Miami Brewing Company,Miami,FL,Ale,Ale
Mickey Finn's Amber Ale,174,0.056,35.69135802469136,553,American Amber / Red Ale,12,Mickey Finn's Brewery,Libertyville,IL,Ale,Ale
Pleasure Town,2093,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage,AK,IPA,IPA
Pleasure Town IPA,1814,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage,AK,IPA,IPA
Snowshoe White Ale,587,0.048,12,224,Witbier,12,Midnight Sun Brewing Company,Anchorage,AK,Other,Other
Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage,AK,Ale,Ale
Sockeye Red IPA,434,0.057,70,224,American IPA,12,Midnight Sun Brewing Company,Anchorage,AK,IPA,IPA
Habitus (2014),2668,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego,CA,IPA,IPA
Solis,2667,0.075,85,4,American IPA,16,Mike Hess Brewing Company,San Diego,CA,IPA,IPA
Jucundus,2666,0.06,24,4,Wheat Ale,16,Mike Hess Brewing Company,San Diego,CA,Ale,Ale
Habitus,2664,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego,CA,IPA,IPA
Grazias,2663,0.063,30,4,Cream Ale,16,Mike Hess Brewing Company,San Diego,CA,Ale,Ale
Claritas,2662,0.058,28,4,Kölsch,16,Mike Hess Brewing Company,San Diego,CA,Other,Other
Vinyl Frontier,2535,0.083,92.45454545454545,66,American Double / Imperial IPA,24,Mikerphone Brewing,Chicago,IL,IPA,IPA
Disco Superfly,2534,0.08,67.57516339869281,66,American IPA,24,Mikerphone Brewing,Chicago,IL,IPA,IPA
Misty Mountain Hop,2533,0.075,67.57516339869281,66,American IPA,24,Mikerphone Brewing,Chicago,IL,IPA,IPA
One-Hit Wonderful,2532,0.075,59,66,Belgian IPA,24,Mikerphone Brewing,Chicago,IL,IPA,IPA
En Parfaite Harmonie,2531,0.065,28.391304347826086,66,Saison / Farmhouse Ale,24,Mikerphone Brewing,Chicago,IL,Ale,Ale
Daft Funk,2530,0.043,8,66,Berliner Weissbier,24,Mikerphone Brewing,Chicago,IL,Other,Other
Love In An Ellavator,2529,0.075,67.57516339869281,66,American IPA,24,Mikerphone Brewing,Chicago,IL,IPA,IPA
Spin Doctor,2528,0.053,44.619354838709675,66,American Pale Ale (APA),24,Mikerphone Brewing,Chicago,IL,Ale,Ale
Keeper (Current),1612,0.05,23.133333333333333,364,American Pilsner,12,Mikkeller,Pottstown,PA,Other,Pilsner
Better Half,1611,0.068,67.57516339869281,364,American IPA,12,Mikkeller,Pottstown,PA,IPA,IPA
SNO White Ale,1273,0.048,16.208333333333332,441,Witbier,16,MillKing It Productions,Royal Oak,MI,Other,Other
BRIK Irish Red Ale,365,0.048,28,441,Irish Red Ale,16,MillKing It Productions,Royal Oak,MI,Ale,Ale
AXL Pale Ale,273,0.052,44.619354838709675,441,American Pale Ale (APA),16,MillKing It Productions,Royal Oak,MI,Ale,Ale
Hop Freak,1884,0.087,80,285,American Double / Imperial IPA,16,Milwaukee Brewing Company,Milwaukee,WI,IPA,IPA
Louie's Demise Amber Ale,1272,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee,WI,Ale,Ale
Hop Happy,1080,0.075,51,285,American IPA,16,Milwaukee Brewing Company,Milwaukee,WI,IPA,IPA
Booyah Farmhouse Ale,932,0.065,20,285,Saison / Farmhouse Ale,16,Milwaukee Brewing Company,Milwaukee,WI,Ale,Ale
O-Gii,776,0.092,16.208333333333332,285,Witbier,16,Milwaukee Brewing Company,Milwaukee,WI,Other,Other
Flaming Damsel Lager (2010),172,0.048,18,285,Vienna Lager,16,Milwaukee Brewing Company,Milwaukee,WI,Other,Lager
Louie’s Demise Immort-Ale (2010),171,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee,WI,Ale,Ale
Huber Bock (2014),2359,0.054,25,135,Bock,16,Minhas Craft Brewery,Monroe,WI,Other,Other
Minhas Light (2012),2358,0.04,11.666666666666666,135,Light Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Huber,2282,0.05,26.75,135,American Pale Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Clear Creek Ice,2281,0.062,26.75,135,American Pale Lager,16,Minhas Craft Brewery,Monroe,WI,Other,Lager
Clear Creek Ice,2280,0.062,26.75,135,American Pale Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Mountain Crest,2279,0.055,26.75,135,American Pale Lager,16,Minhas Craft Brewery,Monroe,WI,Other,Lager
Mountain Crest,2278,0.055,26.75,135,American Pale Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Mountain Creek (2013),2277,0.055,26.75,135,American Pale Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Boxer,2276,0.05,11,135,American Adjunct Lager,24,Minhas Craft Brewery,Monroe,WI,Other,Lager
Boxer Light,2275,0.042,11.666666666666666,135,Light Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Boxer Ice,2274,0.055,11,135,American Adjunct Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Boxer,2273,0.05,11,135,American Adjunct Lager,12,Minhas Craft Brewery,Monroe,WI,Other,Lager
Cortez Gold,2442,0.05,23.875,99,Belgian Pale Ale,32,Mission Brewery,San Diego,CA,Ale,Ale
Mission IPA,2441,0.068,66,99,American IPA,32,Mission Brewery,San Diego,CA,IPA,IPA
El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,Mission Brewery,San Diego,CA,Ale,Ale
Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32,Mission Brewery,San Diego,CA,IPA,IPA
Squeaky Bike Nut Brown Ale,1476,0.04,29.76923076923077,400,American Brown Ale,16,Moab Brewery,Moab,UT,Ale,Ale
Dead Horse Amber,902,0.04,20.467741935483872,400,American Pale Wheat Ale,16,Moab Brewery,Moab,UT,Ale,Ale
Rocket Bike American Lager,645,0.04,41,400,California Common / Steam Beer,16,Moab Brewery,Moab,UT,Other,Other
Johnny's American IPA,644,0.04,67.57516339869281,400,American IPA,16,Moab Brewery,Moab,UT,IPA,IPA
Boneshaker Brown Ale,337,0.055,23.2,548,English Brown Ale,24,Moat Mountain Smoke House & Brew...,North Conway,NH,Ale,Ale
Iron Mike Pale Ale,336,0.056,44.619354838709675,548,American Pale Ale (APA),24,Moat Mountain Smoke House & Brew...,North Conway,NH,Ale,Ale
Monkadelic,2236,0.042,44.619354838709675,190,American Pale Ale (APA),12,Modern Monks Brewery,Lincoln,NE,Ale,Ale
City of the Sun,2159,0.075,85,210,American IPA,16,Modern Times Beer,San Diego,CA,IPA,IPA
Booming Rollers,2157,0.068,75,210,American IPA,16,Modern Times Beer,San Diego,CA,IPA,IPA
Oneida,2156,0.052,50,210,American Pale Ale (APA),16,Modern Times Beer,San Diego,CA,Ale,Ale
Aurora ,2154,0.067,75,210,American Amber / Red Ale,16,Modern Times Beer,San Diego,CA,Ale,Ale
Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego,CA,Ale,Ale
Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,Modern Times Beer,San Diego,CA,Ale,Ale
Black House,1493,0.058,40,210,American Stout,16,Modern Times Beer,San Diego,CA,Other,Stout
Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,Modern Times Beer,San Diego,CA,Ale,Ale
Wapiti Amber Ale,327,0.05,35.69135802469136,550,American Amber / Red Ale,12,Mogollon Brewing Company,Flagstaff,AZ,Ale,Ale
Sweet Georgia Brown,719,0.054,29.76923076923077,515,American Brown Ale,16,Monkey Paw Pub & Brewery,San Diego,CA,Ale,Ale
Rich Man's IIPA,718,0.087,92.45454545454545,515,American Double / Imperial IPA,16,Monkey Paw Pub & Brewery,San Diego,CA,IPA,IPA
Monkey Paw Oatmeal Pale Ale,717,0.058,44.619354838709675,515,American Pale Ale (APA),16,Monkey Paw Pub & Brewery,San Diego,CA,Ale,Ale
Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12,Montauk Brewing Company,Montauk,NY,Ale,Ale
Driftwood Ale,1906,0.06,49,277,Extra Special / Strong Bitter (ESB),12,Montauk Brewing Company,Montauk,NY,Other,Other
When Helles Freezes Over,1756,0.056,18,327,Munich Helles Lager,12,Morgan Street Brewery,Saint Louis,MO,Other,Lager
Morgan Street Oktoberfest,1617,0.049,24,327,Märzen / Oktoberfest,12,Morgan Street Brewery,Saint Louis,MO,Other,Other
Honey Wheat,1052,0.047,14,327,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis,MO,Ale,Ale
Black Bear Dark Lager,1051,0.046,24,327,Schwarzbier,12,Morgan Street Brewery,Saint Louis,MO,Other,Other
Golden Pilsner,1046,0.05,35,327,German Pilsener,12,Morgan Street Brewery,Saint Louis,MO,Other,Pilsner
Cali Creamin',2413,0.052,21,112,Cream Ale,12,Mother Earth Brew Company,Vista,CA,Ale,Ale
Second Wind Pale Ale,419,0.05,44.619354838709675,541,American Pale Ale (APA),12,Mother Earth Brewing Company,Kinston,NC,Ale,Ale
Sunny Haze,408,0.05,17.59259259259259,541,Hefeweizen,12,Mother Earth Brewing Company,Kinston,NC,Other,Other
Towhead,2237,0.052,21,189,American Blonde Ale,12,Mother's Brewing,Springfield,MO,Ale,Ale
Lil' Helper,2208,0.07,70,189,American IPA,12,Mother's Brewing,Springfield,MO,IPA,IPA
Train Wreck,1952,0.082,35.69135802469136,261,American Amber / Red Ale,16,Mountain Town Brewing Company ,Mount Pleasant,MI,Ale,Ale
Full Moon Belgian White Ale,768,0.085,16.208333333333332,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City,AZ,Other,Other
Desert Magic IPA,625,0.072,67.57516339869281,508,American IPA,12,Mudshark Brewing Company,Lake Havasu City,AZ,IPA,IPA
Up River Light,326,0.042,11.666666666666666,508,Light Lager,12,Mudshark Brewing Company,Lake Havasu City,AZ,Other,Lager
Full Moon Belgian White Ale (2007),132,0.085,16.208333333333332,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City,AZ,Other,Other
Dry Heat Hefeweizen (2006),131,0.055,17.59259259259259,508,Hefeweizen,12,Mudshark Brewing Company,Lake Havasu City,AZ,Other,Other
Mustang Sixty-Six,1598,0.05,23.25,367,American Amber / Red Lager,12,Mustang Brewing Company,Mustang,OK,Other,Lager
Mustang '33,862,0.04,26.75,367,American Pale Lager,12,Mustang Brewing Company,Mustang,OK,Other,Lager
Session '33 (2011),699,0.04,26.75,367,American Pale Lager,12,Mustang Brewing Company,Mustang,OK,Other,Lager
Mustang Golden Ale,421,0.053,10,367,American Blonde Ale,12,Mustang Brewing Company,Mustang,OK,Ale,Ale
Washita Wheat,420,0.053,14,367,American Pale Wheat Ale,12,Mustang Brewing Company,Mustang,OK,Ale,Ale
Gansett Light,2345,0.037,10,144,Light Lager,16,Narragansett Brewing Company,Providence,RI,Other,Lager
Bohemian Pils,2224,0.052,30,144,American Pilsner,16,Narragansett Brewing Company,Providence,RI,Other,Pilsner
Autocrat Coffee Milk Stout,1775,0.053,30,144,Milk / Sweet Stout,16,Narragansett Brewing Company,Providence,RI,Other,Stout
Narragansett Bohemian Pilsner,1291,0.086,35,144,German Pilsener,16,Narragansett Brewing Company,Providence,RI,Other,Pilsner
Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12,Narragansett Brewing Company,Providence,RI,Ale,Ale
Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16,Narragansett Brewing Company,Providence,RI,Ale,Ale
Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16,Narragansett Brewing Company,Providence,RI,Ale,Ale
Narragansett Porter,316,0.07,22,144,American Porter,16,Narragansett Brewing Company,Providence,RI,Other,Porter
Narragansett Bock,315,0.065,32,144,Bock,16,Narragansett Brewing Company,Providence,RI,Other,Other
Narragansett Fest Lager,314,0.055,15,144,Märzen / Oktoberfest,16,Narragansett Brewing Company,Providence,RI,Other,Other
Undun Blonde Ale,1537,0.053,21.126984126984127,388,American Blonde Ale,16,Natian Brewery,Portland,OR,Ale,Ale
CuDa Cascadian Dark Ale,1536,0.074,68.9,388,American Black Ale,16,Natian Brewery,Portland,OR,Ale,Ale
Old Grogham Imperial India Pale Ale,1265,0.085,86,388,American Double / Imperial IPA,16,Natian Brewery,Portland,OR,IPA,IPA
Old Grogham Imperial India Pale Ale (2012),747,0.085,86,388,American Double / Imperial IPA,16,Natian Brewery,Portland,OR,IPA,IPA
CuDa Cascadian Dark Ale (2012),746,0.074,68.9,388,American Black Ale,16,Natian Brewery,Portland,OR,Ale,Ale
Undun Blonde Ale (2012),654,0.053,21.126984126984127,388,American Blonde Ale,16,Natian Brewery,Portland,OR,Ale,Ale
Wick For Brains,1705,0.061,11,338,Pumpkin Ale,12,Nebraska Brewing Company,Papillion,NE,Ale,Ale
Nebraska India Pale Ale,1148,0.065,65,338,American IPA,12,Nebraska Brewing Company,Papillion,NE,IPA,IPA
EOS Hefeweizen,1147,0.048,10,338,Hefeweizen,12,Nebraska Brewing Company,Papillion,NE,Other,Other
Brunette Nut Brown Ale,1146,0.048,15,338,English Brown Ale,12,Nebraska Brewing Company,Papillion,NE,Ale,Ale
Cardinal Pale Ale,1145,0.057,29,338,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion,NE,Ale,Ale
County Line IPA,1758,0.066,67.57516339869281,326,American IPA,12,Neshaminy Creek Brewing Company,Croydon,PA,IPA,IPA
Trauger Pilsner,1757,0.048,34.1764705882353,326,German Pilsener,12,Neshaminy Creek Brewing Company,Croydon,PA,Other,Pilsner
Slow Ride,2475,0.045,40,83,American IPA,12,New Belgium Brewing Company,Fort Collins,CO,IPA,IPA
Ranger IPA,2230,0.065,70,83,American IPA,12,New Belgium Brewing Company,Fort Collins,CO,IPA,IPA
Shift,1987,0.05,29,83,American Pale Lager,12,New Belgium Brewing Company,Fort Collins,CO,Other,Lager
1554 Black Lager,1978,0.056,21,83,Euro Dark Lager,12,New Belgium Brewing Company,Fort Collins,CO,Other,Lager
Blue Paddle,1975,0.048,33.8125,83,Czech Pilsener,12,New Belgium Brewing Company,Fort Collins,CO,Other,Pilsner
California Route,1737,0.055,23.25,83,American Amber / Red Lager,12,New Belgium Brewing Company,Fort Collins,CO,Other,Lager
Snapshot,1707,0.052,20.467741935483872,83,American Pale Wheat Ale,16,New Belgium Brewing Company,Fort Collins,CO,Ale,Ale
Sunshine Wheat Beer,1690,0.048,20.467741935483872,83,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins,CO,Ale,Ale
Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins,CO,Ale,Ale
Shift (1),952,0.05,29,83,American Pale Lager,12,New Belgium Brewing Company,Fort Collins,CO,Other,Lager
Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins,CO,Ale,Ale
Shift,578,0.05,29,83,American Pale Lager,16,New Belgium Brewing Company,Fort Collins,CO,Other,Lager
Ranger IPA,564,0.065,70,83,American IPA,16,New Belgium Brewing Company,Fort Collins,CO,IPA,IPA
Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16,New Belgium Brewing Company,Fort Collins,CO,Ale,Ale
Ranger IPA (Current),115,0.065,70,83,American IPA,12,New Belgium Brewing Company,Fort Collins,CO,IPA,IPA
Sunshine Wheat Beer (2009),72,0.048,20.467741935483872,83,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins,CO,Ale,Ale
Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins,CO,Ale,Ale
Weiss Trash Culture,1417,0.034,6,411,Berliner Weissbier,12,New England Brewing Company,Woodbridge,CT,Other,Other
Sea Hag IPA,885,0.062,67.57516339869281,411,American IPA,12,New England Brewing Company,Woodbridge,CT,IPA,IPA
Elm City Pilsner,884,0.05,23.133333333333333,411,American Pilsner,12,New England Brewing Company,Woodbridge,CT,Other,Pilsner
Atlantic Amber Ale (2004),757,0.05,35.69135802469136,411,American Amber / Red Ale,12,New England Brewing Company,Woodbridge,CT,Ale,Ale
668 Neighbor of the Beast12 oz.,568,0.09,23.875,411,Belgian Pale Ale,12,New England Brewing Company,Woodbridge,CT,Ale,Ale
Gandhi-Bot Double IPA (12 oz.),320,0.088,85,411,American Double / Imperial IPA,12,New England Brewing Company,Woodbridge,CT,IPA,IPA
