Beer_Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State,Ale,Category
Tempter IPA,827,0.064,67.57516339869281,481,American IPA,12,Telluride Brewing Company,Telluride,CO,IPA,IPA
Bridal Veil Rye Pale Ale,589,0.055,44.619354838709675,481,American Pale Ale (APA),12,Telluride Brewing Company,Telluride,CO,Ale,Ale
Smittytown,2155,0.048,44.266666666666666,211,Extra Special / Strong Bitter (ESB),12,Temperance Beer Company,Evanston,IL,Other,Other
Greenwood Beach,1982,0.04,14.2,211,Fruit / Vegetable Beer,12,Temperance Beer Company,Evanston,IL,Other,Other
Gatecrasher,1939,0.066,54.714285714285715,211,English India Pale Ale (IPA),12,Temperance Beer Company,Evanston,IL,IPA,IPA
RecreationAle,1082,0.047,42,470,American Pale Ale (APA),12,Terrapin Brewing Company,Athens,GA,Ale,Ale
First Stand,2119,0.055,35,216,Saison / Farmhouse Ale,12,Texian Brewing Co.,Richmond,TX,Ale,Ale
Battle LIne,2118,0.063,23,216,American Brown Ale,12,Texian Brewing Co.,Richmond,TX,Ale,Ale
Broken Bridge,2117,0.056,12,216,Dunkelweizen,12,Texian Brewing Co.,Richmond,TX,Other,Other
Brutus,2116,0.071,69,216,English India Pale Ale (IPA),12,Texian Brewing Co.,Richmond,TX,IPA,IPA
Petit Mutant,1916,0.06,27,273,American Wild Ale,16,The Alchemist,Waterbury,VT,Ale,Ale
The Crusher,1915,0.096,92.45454545454545,273,American Double / Imperial IPA,16,The Alchemist,Waterbury,VT,IPA,IPA
Beelzebub,1914,0.08,62,273,American Double / Imperial Stout,16,The Alchemist,Waterbury,VT,Other,Stout
Focal Banger,1810,0.07,67.57516339869281,273,American IPA,16,The Alchemist,Waterbury,VT,IPA,IPA
Heady Topper,1111,0.08,120,273,American Double / Imperial IPA,16,The Alchemist,Waterbury,VT,IPA,IPA
Heady Topper,379,0.08,120,273,American Double / Imperial IPA,16,The Alchemist,Waterbury,VT,IPA,IPA
Bomber Mountain Amber Ale (2013),1200,0.046,20,458,American Amber / Red Ale,12,The Black Tooth Brewing Company,Sheridan,WY,Ale,Ale
Indian Paintbrush IPA,1199,0.07,75,458,American IPA,12,The Black Tooth Brewing Company,Sheridan,WY,IPA,IPA
Saddle Bronc Brown Ale (2013),1198,0.048,16,458,English Brown Ale,12,The Black Tooth Brewing Company,Sheridan,WY,Ale,Ale
Wagon Box Wheat Beer,1197,0.059,15,458,American Pale Wheat Ale,12,The Black Tooth Brewing Company,Sheridan,WY,Ale,Ale
Birdhouse Pale Ale,1945,0.05,23.875,263,Belgian Pale Ale,12,The Brewer's Art,Baltimore,MD,Ale,Ale
Ozzy,1079,0.073,23.875,263,Belgian Pale Ale,12,The Brewer's Art,Baltimore,MD,Ale,Ale
Resurrection,94,0.07,21,263,Dubbel,12,The Brewer's Art,Baltimore,MD,Other,Other
Bronx Summer Pale Ale,1748,0.052,16,330,American Pale Ale (APA),16,The Bronx Brewery,Bronx,NY,Ale,Ale
Bronx Black Pale Ale,1747,0.057,46,330,American Black Ale,16,The Bronx Brewery,Bronx,NY,Ale,Ale
Bronx Pale Ale,1037,0.063,50,330,American Pale Ale (APA),16,The Bronx Brewery,Bronx,NY,Ale,Ale
Surfrider,2594,0.052,35,34,American Pale Ale (APA),16,The Dudes' Brewing Company,Torrance,CA,Ale,Ale
Kolschtal Eddy,2035,0.055,21.77777777777778,34,Kölsch,16,The Dudes' Brewing Company,Torrance,CA,Other,Other
South Bay Session IPA,2034,0.05,67.57516339869281,34,American IPA,16,The Dudes' Brewing Company,Torrance,CA,IPA,IPA
Grandma's Pecan,1562,0.069,34,34,English Brown Ale,16,The Dudes' Brewing Company,Torrance,CA,Ale,Ale
Double Trunk,1561,0.099,101,34,American Double / Imperial IPA,16,The Dudes' Brewing Company,Torrance,CA,IPA,IPA
Just IPA,1749,0.046,45,329,American IPA,12,The Just Beer Project,Burlington,VT,IPA,IPA
Lionshead,2455,0.045,23.133333333333333,91,American Pilsner,12,The Lion Brewery,Wilkes-Barre,PA,Other,Pilsner
G. B. Russo’s Italian Pistachio Pale Ale,2638,0.052,44.619354838709675,10,American Pale Ale (APA),16,The Mitten Brewing Company,Grand Rapids,MI,Ale,Ale
Northern Hawk Owl Amber,1278,0.058,35.69135802469136,439,American Amber / Red Ale,12,The Right Brain Brewery,Traverse City,MI,Ale,Ale
CEO Stout,1277,0.059,41.23529411764706,439,American Stout,16,The Right Brain Brewery,Traverse City,MI,Other,Stout
Will Power Pale Ale,1276,0.047,44.619354838709675,439,American Pale Ale (APA),16,The Right Brain Brewery,Traverse City,MI,Ale,Ale
Hunny Do Wheat,2347,0.048,18,143,American Pale Wheat Ale,12,Third Street Brewhouse,Cold Spring,MN,Ale,Ale
Three Way Pale Ale,1781,0.052,44.619354838709675,143,American Pale Ale (APA),12,Third Street Brewhouse,Cold Spring,MN,Ale,Ale
Rise to the Top,1780,0.041,20.333333333333332,143,Cream Ale,12,Third Street Brewhouse,Cold Spring,MN,Ale,Ale
Lost Trout Brown Ale,1779,0.049,29.76923076923077,143,American Brown Ale,12,Third Street Brewhouse,Cold Spring,MN,Ale,Ale
Watermelon Ale,2421,0.051,11,109,Fruit / Vegetable Beer,12,Thomas Hooker Brewing Company,Bloomfield,CT,Other,Other
Knotty Blonde Ale,2319,0.04,18,154,American Blonde Ale,12,Three Creeks Brewing,Sisters,OR,Ale,Ale
Fivepine Chocolate Porter,2317,0.062,40,154,American Porter,12,Three Creeks Brewing,Sisters,OR,Other,Porter
Hoodoo Voodoo IPA,2316,0.062,82,154,American IPA,12,Three Creeks Brewing,Sisters,OR,IPA,IPA
Hydraulion Red,1913,0.053,22,274,Irish Red Ale,12,Three Notch'd Brewing Company,Charlottesville,VA,Ale,Ale
40 Mile IPA,1912,0.06,50,274,American IPA,12,Three Notch'd Brewing Company,Charlottesville,VA,IPA,IPA
Citra Faced,2617,0.055,64,22,American Pale Wheat Ale,16,Three Pints Brewing,Martinsville,IN,Ale,Ale
Pole Barn Stout,2616,0.055,31,22,Oatmeal Stout,16,Three Pints Brewing,Martinsville,IN,Other,Stout
Pale,2615,0.054,37,22,American Pale Ale (APA),16,Three Pints Brewing,Martinsville,IN,Ale,Ale
Yoshi's Nectar,2614,0.053,27,22,California Common / Steam Beer,16,Three Pints Brewing,Martinsville,IN,Other,Other
Leatherhead Red,1889,0.052,35.69135802469136,283,American Amber / Red Ale,12,Thunderhead Brewing Company,Kearney,NE,Ale,Ale
Cropduster Mid-American IPA,1222,0.065,67.57516339869281,283,American IPA,12,Thunderhead Brewing Company,Kearney,NE,IPA,IPA
Cornstalker Dark Wheat,121,0.052,12,283,American Dark Wheat Ale,12,Thunderhead Brewing Company,Kearney,NE,Ale,Ale
Cafe Leche,2623,0.058,20,18,American Porter,16,Tin Man Brewing Company,Evansville,IN,Other,Porter
Damascene Apricot Sour,2622,0.052,12,18,Fruit / Vegetable Beer,16,Tin Man Brewing Company,Evansville,IN,Other,Other
Csar,2621,0.12,90,18,Russian Imperial Stout,16,Tin Man Brewing Company,Evansville,IN,Other,Stout
Klingon Warnog Roggen Dunkel,1817,0.055,20,18,Roggenbier,16,Tin Man Brewing Company,Evansville,IN,Other,Other
Overlord Imperial IPA,1449,0.085,115,18,American Double / Imperial IPA,16,Tin Man Brewing Company,Evansville,IN,IPA,IPA
Alloy,951,0.058,36,18,American IPA,16,Tin Man Brewing Company,Evansville,IN,IPA,IPA
Rivet Irish Red Ale,950,0.051,22,18,Irish Red Ale,16,Tin Man Brewing Company,Evansville,IN,Ale,Ale
3 Gear Robust Porter,949,0.052,50,18,American Porter,16,Tin Man Brewing Company,Evansville,IN,Other,Porter
Circuit Bohemian Pilsner,948,0.045,35,18,Czech Pilsener,16,Tin Man Brewing Company,Evansville,IN,Other,Pilsner
Turnrow Harvest Ale,2321,0.055,21.126984126984127,153,American Blonde Ale,12,Tin Roof Brewing Company,Baton Rouge,LA,Ale,Ale
Juke Joint IPA,1755,0.07,60,153,American IPA,12,Tin Roof Brewing Company,Baton Rouge,LA,IPA,IPA
Parade Ground Coffee Porter,1754,0.07,35,153,American Porter,12,Tin Roof Brewing Company,Baton Rouge,LA,Other,Porter
Tin Roof Watermelon Wheat,1428,0.05,21,153,Fruit / Vegetable Beer,12,Tin Roof Brewing Company,Baton Rouge,LA,Other,Other
Tin Roof Blonde Ale,529,0.045,18,153,American Blonde Ale,12,Tin Roof Brewing Company,Baton Rouge,LA,Ale,Ale
Voodoo Bengal Pale Ale,495,0.055,37,153,American Pale Ale (APA),12,Tin Roof Brewing Company,Baton Rouge,LA,Ale,Ale
Perfect Tin Amber,494,0.045,28,153,American Amber / Red Ale,12,Tin Roof Brewing Company,Baton Rouge,LA,Ale,Ale
IPA & a Half,1856,0.073,87,292,American IPA,12,Tommyknocker Brewery,Idaho Springs,CO,IPA,IPA
Ornery Amber Lager (2003),736,0.055,33,292,Vienna Lager,12,Tommyknocker Brewery,Idaho Springs,CO,Other,Lager
Preservation IPA,1026,0.068,67.57516339869281,475,American IPA,16,Tonka Beer Company,Minnetonka,MN,IPA,IPA
Almanac IPA,1938,0.062,72,266,American IPA,12,Tractor Brewing Company,Albuquerque,NM,IPA,IPA
Milk Mustachio Stout,1937,0.065,25.166666666666668,266,Milk / Sweet Stout,12,Tractor Brewing Company,Albuquerque,NM,Other,Stout
Farmer's Tan Red Ale,1936,0.06,30,266,American Amber / Red Ale,12,Tractor Brewing Company,Albuquerque,NM,Ale,Ale
Triangle India Pale Ale,594,0.057,67.57516339869281,525,American IPA,12,Triangle Brewing Company,Durham,NC,IPA,IPA
Triangle White Ale,114,0.05,16.208333333333332,525,Witbier,12,Triangle Brewing Company,Durham,NC,Other,Other
Triangle Belgian Golden Ale,113,0.08,25,525,Belgian Strong Pale Ale,12,Triangle Brewing Company,Durham,NC,Ale,Ale
Troegenator,2445,0.082,24.5,98,Doppelbock,16,Tröegs Brewing Company,Hershey,PA,Other,Other
Nugget Nectar,2444,0.075,93,98,American Amber / Red Ale,16,Tröegs Brewing Company,Hershey,PA,Ale,Ale
Sunshine Pils,2203,0.045,45,98,American Pilsner,12,Tröegs Brewing Company,Hershey,PA,Other,Pilsner
Troegenator Doublebock,1510,0.082,25,98,Doppelbock,16,Tröegs Brewing Company,Hershey,PA,Other,Other
Perpetual IPA,1509,0.075,85,98,American IPA,12,Tröegs Brewing Company,Hershey,PA,IPA,IPA
Greenville Pale Ale,433,0.055,52,540,American Pale Ale (APA),12,Twin Lakes Brewing Company,Greenville,DE,Ale,Ale
Hoppy Boy,641,0.062,65,521,American IPA,16,Twisted Pine Brewing Company,Boulder,CO,IPA,IPA
Cow Creek,2588,0.054,26,39,American Amber / Red Lager,12,Twisted X Brewing Company,Dripping Springs,TX,Other,Lager
Chupahopra,2458,0.075,63,39,American IPA,12,Twisted X Brewing Company,Dripping Springs,TX,IPA,IPA
Twisted X,2212,0.051,19,39,American Adjunct Lager,12,Twisted X Brewing Company,Dripping Springs,TX,Other,Lager
Day Hike Session,2235,0.041,41,191,American IPA,12,Two Beers Brewing Company,Seattle,WA,IPA,IPA
Trailhead ISA,1661,0.048,48,191,American IPA,12,Two Beers Brewing Company,Seattle,WA,IPA,IPA
Immersion Amber,1660,0.052,27,191,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle,WA,Ale,Ale
Evo IPA,1659,0.062,70,191,American IPA,12,Two Beers Brewing Company,Seattle,WA,IPA,IPA
Presidential Pils,1438,0.048,33.8125,191,Czech Pilsener,12,Two Beers Brewing Company,Seattle,WA,Other,Pilsner
Evolutionary IPA (2012),1173,0.062,70,191,American IPA,12,Two Beers Brewing Company,Seattle,WA,IPA,IPA
Persnickety Pale,560,0.057,36,191,American Pale Ale (APA),12,Two Beers Brewing Company,Seattle,WA,Ale,Ale
SoDo Brown Ale,519,0.054,20,191,American Brown Ale,12,Two Beers Brewing Company,Seattle,WA,Ale,Ale
Immersion Amber Ale (2011),518,0.052,27,191,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle,WA,Ale,Ale
Evolutionary IPA (2011),505,0.062,70,191,American IPA,12,Two Beers Brewing Company,Seattle,WA,IPA,IPA
Trailhead India Style Session Ale (2011),482,0.048,48,191,American IPA,12,Two Beers Brewing Company,Seattle,WA,IPA,IPA
Panorama Wheat Ale,451,0.046,20.467741935483872,191,American Pale Wheat Ale,12,Two Beers Brewing Company,Seattle,WA,Ale,Ale
Wobble,2497,0.063,69,75,American IPA,16,Two Brothers Brewing Company,Warrenville,IL,IPA,IPA
Night Cat,2246,0.058,43,75,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville,IL,Ale,Ale
Night Cat (2014),1630,0.058,43,75,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville,IL,Ale,Ale
Dog Days Lager,1284,0.051,17,75,Dortmunder / Export Lager,12,Two Brothers Brewing Company,Warrenville,IL,Other,Lager
Sidekick Extra Pale Ale,1121,0.051,36,75,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville,IL,Ale,Ale
Atom Smasher,1042,0.077,23,75,Märzen / Oktoberfest,12,Two Brothers Brewing Company,Warrenville,IL,Other,Other
Testudo,1041,0.045,23,75,Bière de Garde,12,Two Brothers Brewing Company,Warrenville,IL,Other,Other
Hobnob B & B Pale Ale,1040,0.065,44.619354838709675,75,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville,IL,Ale,Ale
Cane and Ebel,861,0.07,68,75,American Strong Ale,12,Two Brothers Brewing Company,Warrenville,IL,Ale,Ale
Outlaw IPA (2015),642,0.065,67.57516339869281,75,American IPA,12,Two Brothers Brewing Company,Warrenville,IL,IPA,IPA
The Gilded Age,2037,0.045,17.916666666666668,244,Munich Helles Lager,12,Two Henrys Brewing Company,Plant City,FL,Other,Lager
No Limits Hefeweizen,1285,0.05,17.59259259259259,436,Hefeweizen,16,Two Roads Brewing Company,Stratford,CT,Other,Other
Honeyspot Road White IPA,1189,0.06,48.833333333333336,436,American White IPA,12,Two Roads Brewing Company,Stratford,CT,IPA,IPA
Road 2 Ruin Double IPA,1171,0.072,92.45454545454545,436,American Double / Imperial IPA,12,Two Roads Brewing Company,Stratford,CT,IPA,IPA
Workers Comp Saison,1170,0.048,28.391304347826086,436,Saison / Farmhouse Ale,12,Two Roads Brewing Company,Stratford,CT,Ale,Ale
Ol' Factory Pils,1169,0.05,34.1764705882353,436,German Pilsener,12,Two Roads Brewing Company,Stratford,CT,Other,Pilsner
PUNK'N,2310,0.05,10,160,Pumpkin Ale,12,Uinta Brewing Company,Salt Lake City,UT,Ale,Ale
Yard Sale Winter Lager,2100,0.04,22,160,American Amber / Red Lager,12,Uinta Brewing Company,Salt Lake City,UT,Other,Lager
Trader Session IPA,1925,0.04,42,160,American IPA,12,Uinta Brewing Company,Salt Lake City,UT,IPA,IPA
Hop Nosh IPA,1723,0.073,83,160,American IPA,12,Uinta Brewing Company,Salt Lake City,UT,IPA,IPA
SUM'R,1212,0.04,17,160,American Blonde Ale,12,Uinta Brewing Company,Salt Lake City,UT,Ale,Ale
Organic Baba Black Lager,1097,0.04,32,160,Schwarzbier,12,Uinta Brewing Company,Salt Lake City,UT,Other,Other
Hop Notch IPA (2013),1089,0.073,82,160,American IPA,12,Uinta Brewing Company,Salt Lake City,UT,IPA,IPA
Cutthroat Pale Ale,1088,0.04,34,160,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City,UT,Ale,Ale
WYLD Extra Pale Ale,974,0.04,29,160,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City,UT,Ale,Ale
Pilsner Ukiah,98,0.055,34.1764705882353,556,German Pilsener,12,Ukiah Brewing Company,Ukiah,CA,Other,Pilsner
The Green Room,2372,0.06,75,127,American IPA,16,Uncle Billy's Brewery and Smokeh...,Austin,TX,IPA,IPA
Humbucker Helles,2367,0.047,25,127,Maibock / Helles Bock,16,Uncle Billy's Brewery and Smokeh...,Austin,TX,Other,Other
Bacon Brown Ale,543,0.068,29.76923076923077,523,American Brown Ale,16,Uncommon Brewers,Santa Cruz,CA,Ale,Ale
Golden State Ale,347,0.064,23.875,523,Belgian Pale Ale,16,Uncommon Brewers,Santa Cruz,CA,Ale,Ale
Baltic Porter,346,0.078,54,523,Baltic Porter,16,Uncommon Brewers,Santa Cruz,CA,Other,Porter
Siamese twin,25,0.085,21,523,Dubbel,16,Uncommon Brewers,Santa Cruz,CA,Other,Other
Double Duckpin,2507,0.085,90,72,American Double / Imperial IPA,12,Union Craft Brewing,Baltimore,MD,IPA,IPA
Old Pro,2506,0.042,10,72,Gose,12,Union Craft Brewing,Baltimore,MD,Other,Other
Duckpin Pale Ale,829,0.055,44.619354838709675,72,American Pale Ale (APA),12,Union Craft Brewing,Baltimore,MD,Ale,Ale
Balt Altbier,582,0.06,34.125,72,Altbier,12,Union Craft Brewing,Baltimore,MD,Other,Other
Campside Session IPA,2190,0.045,50,203,American IPA,16,Upland Brewing Company,Bloomington,IN,IPA,IPA
Upland Wheat Ale,1951,0.045,15,203,Witbier,16,Upland Brewing Company,Bloomington,IN,Other,Other
Dragonfly IPA,1950,0.06,67.57516339869281,203,American IPA,16,Upland Brewing Company,Bloomington,IN,IPA,IPA
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,2565,0.128,24,52,Quadrupel (Quad),19.2,Upslope Brewing Company,Boulder,CO,Other,Other
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,2564,0.104,52,52,Rye Beer,19.2,Upslope Brewing Company,Boulder,CO,Other,Other
Lee Hill Series Vol. 2 - Wild Saison,2563,0.068,24,52,American Wild Ale,19.2,Upslope Brewing Company,Boulder,CO,Ale,Ale
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,2562,0.099,51,52,American Double / Imperial Stout,19.2,Upslope Brewing Company,Boulder,CO,Other,Stout
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,2561,0.076,29.76923076923077,52,American Brown Ale,19.2,Upslope Brewing Company,Boulder,CO,Ale,Ale
Blood Orange Saison,2560,0.06,28.391304347826086,52,Saison / Farmhouse Ale,12,Upslope Brewing Company,Boulder,CO,Ale,Ale
Thai Style White IPA,1932,0.065,33,52,American White IPA,12,Upslope Brewing Company,Boulder,CO,IPA,IPA
Ferus Fluxus Wild Belgian Pale Ale,1853,0.075,30,52,American Wild Ale,19.2,Upslope Brewing Company,Boulder,CO,Ale,Ale
Upslope Imperial India Pale Ale,1315,0.099,90,52,American Double / Imperial IPA,19.2,Upslope Brewing Company,Boulder,CO,IPA,IPA
Upslope Christmas Ale,907,0.082,24.625,52,Winter Warmer,16,Upslope Brewing Company,Boulder,CO,Other,Other
Upslope Pumpkin Ale,906,0.077,24.818181818181817,52,Pumpkin Ale,16,Upslope Brewing Company,Boulder,CO,Ale,Ale
Upslope Belgian Style Pale Ale,683,0.075,30,52,Belgian Pale Ale,12,Upslope Brewing Company,Boulder,CO,Ale,Ale
Upslope Foreign Style Stout,614,0.069,38.666666666666664,52,Foreign / Export Stout,12,Upslope Brewing Company,Boulder,CO,Other,Stout
Top Rope Mexican-style Craft Lager,466,0.048,15,52,Vienna Lager,12,Upslope Brewing Company,Boulder,CO,Other,Lager
Upslope Craft Lager,444,0.048,22,52,Vienna Lager,12,Upslope Brewing Company,Boulder,CO,Other,Lager
Upslope Brown Ale,345,0.067,23.2,52,English Brown Ale,12,Upslope Brewing Company,Boulder,CO,Ale,Ale
Upslope Pale Ale,80,0.058,44.619354838709675,52,American Pale Ale (APA),12,Upslope Brewing Company,Boulder,CO,Ale,Ale
Upslope India Pale Ale,79,0.072,67.57516339869281,52,American IPA,12,Upslope Brewing Company,Boulder,CO,IPA,IPA
Common Sense Kentucky Common Ale,382,0.053,22,547,American Brown Ale,16,Upstate Brewing Company,Elmira,NY,Ale,Ale
Upstate I.P.W.,381,0.065,70,547,American IPA,12,Upstate Brewing Company,Elmira,NY,IPA,IPA
Squatters Full Suspension Pale Ale,1826,0.04,44.619354838709675,303,American Pale Ale (APA),12,Utah Brewers Cooperative,Salt Lake City,UT,Ale,Ale
Squatters Hop Rising Double IPA,1825,0.09,75,303,American Double / Imperial IPA,12,Utah Brewers Cooperative,Salt Lake City,UT,IPA,IPA
Devastator Double Bock,1824,0.08,24.5,303,Doppelbock,12,Utah Brewers Cooperative,Salt Lake City,UT,Other,Other
Wasatch Ghostrider White IPA,1823,0.06,48.833333333333336,303,American White IPA,12,Utah Brewers Cooperative,Salt Lake City,UT,IPA,IPA
Wasatch Ghostrider White IPA (2014),1682,0.06,48.833333333333336,303,American White IPA,12,Utah Brewers Cooperative,Salt Lake City,UT,IPA,IPA
Wasatch Apricot Hefeweizen,1681,0.04,14.2,303,Fruit / Vegetable Beer,12,Utah Brewers Cooperative,Salt Lake City,UT,Other,Other
Squatters Hop Rising Double IPA (2014),1680,0.09,75,303,American Double / Imperial IPA,12,Utah Brewers Cooperative,Salt Lake City,UT,IPA,IPA
Squatters Full Suspension Pale Ale,1679,0.04,44.619354838709675,303,American Pale Ale (APA),12,Utah Brewers Cooperative,Salt Lake City,UT,Ale,Ale
Nitro Can Coffee Stout,2411,0.052,41.23529411764706,114,American Stout,12,Vault Brewing Company,Yardley,PA,Other,Stout
Voodoo Love Child,1770,0.092,25,323,Tripel,12,Voodoo Brewery,Meadville,PA,Other,Other
White Magick of the Sun,1769,0.079,23,323,Witbier,12,Voodoo Brewery,Meadville,PA,Other,Other
Wynona's Big Brown Ale,1730,0.075,31,323,American Brown Ale,12,Voodoo Brewery,Meadville,PA,Ale,Ale
Gran Met,1729,0.092,25,323,Belgian Strong Pale Ale,12,Voodoo Brewery,Meadville,PA,Ale,Ale
Good Vibes IPA,1603,0.073,85,323,American IPA,12,Voodoo Brewery,Meadville,PA,IPA,IPA
Pilzilla,1488,0.075,85,323,American Double / Imperial Pilsner,12,Voodoo Brewery,Meadville,PA,Other,Pilsner
Wachusett Light IPA,1846,0.04,37,296,American IPA,12,Wachusett Brewing Company,Westminster,MA,IPA,IPA
Green Monsta IPA,1845,0.06,55,296,American IPA,12,Wachusett Brewing Company,Westminster,MA,IPA,IPA
Wachusett IPA,1844,0.056,50,296,American IPA,12,Wachusett Brewing Company,Westminster,MA,IPA,IPA
Strawberry White,1843,0.047,16.208333333333332,296,Witbier,12,Wachusett Brewing Company,Westminster,MA,Other,Other
Larry Imperial IPA,1418,0.085,85,296,American Double / Imperial IPA,12,Wachusett Brewing Company,Westminster,MA,IPA,IPA
Wachusett Summer,1038,0.047,20.467741935483872,296,American Pale Wheat Ale,12,Wachusett Brewing Company,Westminster,MA,Ale,Ale
Country Pale Ale,1030,0.051,17,296,English Pale Ale,12,Wachusett Brewing Company,Westminster,MA,Ale,Ale
Wachusett Light IPA (2013),1029,0.04,37,296,American IPA,12,Wachusett Brewing Company,Westminster,MA,IPA,IPA
Pumpkan,908,0.052,20,296,Pumpkin Ale,12,Wachusett Brewing Company,Westminster,MA,Ale,Ale
Wachusett Blueberry Ale,619,0.045,10,296,Fruit / Vegetable Beer,12,Wachusett Brewing Company,Westminster,MA,Other,Other
Green Monsta IPA,618,0.06,55,296,American IPA,12,Wachusett Brewing Company,Westminster,MA,IPA,IPA
T-6 Red Ale (2004),780,0.047,35.69135802469136,507,American Amber / Red Ale,12,Warbird Brewing Company,Fort Wayne,IN,Ale,Ale
Self Starter,2450,0.052,67,95,American IPA,16,Warped Wing Brewing Company,Dayton,OH,IPA,IPA
Ermal's,2223,0.054,20,95,Cream Ale,16,Warped Wing Brewing Company,Dayton,OH,Ale,Ale
10 Ton,2222,0.07,28.09090909090909,95,Oatmeal Stout,16,Warped Wing Brewing Company,Dayton,OH,Other,Stout
